,neighborhood,date,type,number,price
0,Gage Park,2014-08-23,All Properties,35,114757
0,Gage Park,2014-08-23,2 Bedroom Properties,5,107500
0,Gage Park,2014-08-23,2 Bedroom Properties,1,119900
0,Gage Park,2014-08-23,3 Bedroom Properties,10,122890
0,Gage Park,2014-08-23,3 Bedroom Properties,12,119366
0,Gage Park,2014-08-23,3 Bedroom Properties,11,127436
0,Gage Park,2014-08-23,4 Bedroom Properties,9,115476
0,Gage Park,2014-08-23,4 Bedroom Properties,11,116991
0,Gage Park,2014-08-23,5 Bedroom Properties,4,118274
0,Gage Park,2014-08-23,6 Bedroom Properties,2,114900
0,Gage Park,2014-08-23,6 Bedroom Properties,2,106678
0,Gage Park,2014-08-23,9 Bedroom Properties,1,159900
0,Gage Park,2014-08-23,All Properties,28,121931
0,Gage Park,2014-08-23,2 Bedroom Properties,5,107500
0,Gage Park,2014-08-23,2 Bedroom Properties,1,119900
0,Gage Park,2014-08-23,3 Bedroom Properties,10,122890
0,Gage Park,2014-08-23,3 Bedroom Properties,12,119366
0,Gage Park,2014-08-23,3 Bedroom Properties,11,127436
0,Gage Park,2014-08-23,4 Bedroom Properties,9,115476
0,Gage Park,2014-08-23,4 Bedroom Properties,11,116991
0,Gage Park,2014-08-23,5 Bedroom Properties,4,118274
0,Gage Park,2014-08-23,6 Bedroom Properties,2,114900
0,Gage Park,2014-08-23,6 Bedroom Properties,2,106678
0,Gage Park,2014-08-23,9 Bedroom Properties,1,159900
0,Gage Park,2014-08-30,All Properties,37,124345
0,Gage Park,2014-08-30,2 Bedroom Properties,4,98414
0,Gage Park,2014-08-30,3 Bedroom Properties,10,122890
0,Gage Park,2014-08-30,3 Bedroom Properties,10,122253
0,Gage Park,2014-08-30,4 Bedroom Properties,13,120755
0,Gage Park,2014-08-30,4 Bedroom Properties,14,124043
0,Gage Park,2014-08-30,5 Bedroom Properties,5,114533
0,Gage Park,2014-08-30,6 Bedroom Properties,3,90233
0,Gage Park,2014-08-30,6 Bedroom Properties,3,90233
0,Gage Park,2014-08-30,8 Bedroom Properties,1,199900
0,Gage Park,2014-08-30,9 Bedroom Properties,1,159900
0,Gage Park,2014-08-30,All Properties,38,124347
0,Gage Park,2014-08-30,2 Bedroom Properties,4,98414
0,Gage Park,2014-08-30,3 Bedroom Properties,10,122890
0,Gage Park,2014-08-30,3 Bedroom Properties,10,122253
0,Gage Park,2014-08-30,4 Bedroom Properties,13,120755
0,Gage Park,2014-08-30,4 Bedroom Properties,14,124043
0,Gage Park,2014-08-30,5 Bedroom Properties,5,114533
0,Gage Park,2014-08-30,6 Bedroom Properties,3,90233
0,Gage Park,2014-08-30,6 Bedroom Properties,3,90233
0,Gage Park,2014-08-30,8 Bedroom Properties,1,199900
0,Gage Park,2014-08-30,9 Bedroom Properties,1,159900
0,Gage Park,2014-08-30,All Properties,37,123943
0,Gage Park,2014-08-30,2 Bedroom Properties,4,98414
0,Gage Park,2014-08-30,3 Bedroom Properties,10,122890
0,Gage Park,2014-08-30,3 Bedroom Properties,10,122253
0,Gage Park,2014-08-30,4 Bedroom Properties,13,120755
0,Gage Park,2014-08-30,4 Bedroom Properties,14,124043
0,Gage Park,2014-08-30,5 Bedroom Properties,5,114533
0,Gage Park,2014-08-30,6 Bedroom Properties,3,90233
0,Gage Park,2014-08-30,6 Bedroom Properties,3,90233
0,Gage Park,2014-08-30,8 Bedroom Properties,1,199900
0,Gage Park,2014-08-30,9 Bedroom Properties,1,159900
0,Gage Park,2014-09-06,All Properties,37,136470
0,Gage Park,2014-09-06,2 Bedroom Properties,4,96900
0,Gage Park,2014-09-06,2 Bedroom Properties,4,99381
0,Gage Park,2014-09-06,3 Bedroom Properties,10,121920
0,Gage Park,2014-09-06,3 Bedroom Properties,10,120687
0,Gage Park,2014-09-06,4 Bedroom Properties,14,123519
0,Gage Park,2014-09-06,4 Bedroom Properties,14,125261
0,Gage Park,2014-09-06,5 Bedroom Properties,4,140757
0,Gage Park,2014-09-06,6 Bedroom Properties,3,98455
0,Gage Park,2014-09-06,6 Bedroom Properties,2,114900
0,Gage Park,2014-09-06,8 Bedroom Properties,1,199900
0,Gage Park,2014-09-06,9 Bedroom Properties,1,159900
0,Gage Park,2014-09-13,All Properties,36,139058
0,Gage Park,2014-09-13,2 Bedroom Properties,4,94675
0,Gage Park,2014-09-13,3 Bedroom Properties,9,121000
0,Gage Park,2014-09-13,3 Bedroom Properties,9,120626
0,Gage Park,2014-09-13,4 Bedroom Properties,13,126928
0,Gage Park,2014-09-13,4 Bedroom Properties,13,125921
0,Gage Park,2014-09-13,5 Bedroom Properties,5,141500
0,Gage Park,2014-09-13,5 Bedroom Properties,5,141950
0,Gage Park,2014-09-13,6 Bedroom Properties,2,111581
0,Gage Park,2014-09-13,6 Bedroom Properties,2,114900
0,Gage Park,2014-09-13,8 Bedroom Properties,1,199900
0,Gage Park,2014-09-13,9 Bedroom Properties,1,152043
0,Gage Park,2014-09-13,All Properties,38,136066
0,Gage Park,2014-09-13,2 Bedroom Properties,4,94675
0,Gage Park,2014-09-13,3 Bedroom Properties,9,121000
0,Gage Park,2014-09-13,3 Bedroom Properties,9,120626
0,Gage Park,2014-09-13,4 Bedroom Properties,13,126928
0,Gage Park,2014-09-13,4 Bedroom Properties,13,125921
0,Gage Park,2014-09-13,5 Bedroom Properties,5,141500
0,Gage Park,2014-09-13,5 Bedroom Properties,5,141950
0,Gage Park,2014-09-13,6 Bedroom Properties,2,111581
0,Gage Park,2014-09-13,6 Bedroom Properties,2,114900
0,Gage Park,2014-09-13,8 Bedroom Properties,1,199900
0,Gage Park,2014-09-13,9 Bedroom Properties,1,152043
0,Gage Park,2014-09-20,All Properties,26,115419
0,Gage Park,2014-09-20,2 Bedroom Properties,4,94675
0,Gage Park,2014-09-20,2 Bedroom Properties,4,100621
0,Gage Park,2014-09-20,3 Bedroom Properties,10,119410
0,Gage Park,2014-09-20,4 Bedroom Properties,11,107637
0,Gage Park,2014-09-20,4 Bedroom Properties,15,124513
0,Gage Park,2014-09-20,5 Bedroom Properties,5,140294
0,Gage Park,2014-09-20,5 Bedroom Properties,5,141000
0,Gage Park,2014-09-20,6 Bedroom Properties,2,109950
0,Gage Park,2014-09-20,6 Bedroom Properties,2,109950
0,Gage Park,2014-09-20,8 Bedroom Properties,1,199900
0,Gage Park,2014-09-20,9 Bedroom Properties,1,149900
0,Gage Park,2014-09-20,All Properties,30,121326
0,Gage Park,2014-09-20,2 Bedroom Properties,4,94675
0,Gage Park,2014-09-20,2 Bedroom Properties,4,100621
0,Gage Park,2014-09-20,3 Bedroom Properties,10,119410
0,Gage Park,2014-09-20,4 Bedroom Properties,11,107637
0,Gage Park,2014-09-20,4 Bedroom Properties,15,124513
0,Gage Park,2014-09-20,5 Bedroom Properties,5,140294
0,Gage Park,2014-09-20,5 Bedroom Properties,5,141000
0,Gage Park,2014-09-20,6 Bedroom Properties,2,109950
0,Gage Park,2014-09-20,6 Bedroom Properties,2,109950
0,Gage Park,2014-09-20,8 Bedroom Properties,1,199900
0,Gage Park,2014-09-20,9 Bedroom Properties,1,149900
0,Gage Park,2014-09-27,All Properties,9,83347
0,Gage Park,2014-09-27,2 Bedroom Properties,4,94675
0,Gage Park,2014-09-27,3 Bedroom Properties,9,118244
0,Gage Park,2014-09-27,4 Bedroom Properties,12,98204
0,Gage Park,2014-09-27,4 Bedroom Properties,2,73450
0,Gage Park,2014-09-27,5 Bedroom Properties,4,133150
0,Gage Park,2014-09-27,6 Bedroom Properties,2,109950
0,Gage Park,2014-09-27,6 Bedroom Properties,2,109950
0,Gage Park,2014-09-27,7 Bedroom Properties,1,79900
0,Gage Park,2014-09-27,8 Bedroom Properties,1,199900
0,Gage Park,2014-09-27,9 Bedroom Properties,1,149900
0,Gage Park,2014-09-27,All Properties,46,130242
0,Gage Park,2014-09-27,2 Bedroom Properties,4,94675
0,Gage Park,2014-09-27,3 Bedroom Properties,9,118244
0,Gage Park,2014-09-27,4 Bedroom Properties,12,98204
0,Gage Park,2014-09-27,4 Bedroom Properties,2,73450
0,Gage Park,2014-09-27,5 Bedroom Properties,4,133150
0,Gage Park,2014-09-27,6 Bedroom Properties,2,109950
0,Gage Park,2014-09-27,6 Bedroom Properties,2,109950
0,Gage Park,2014-09-27,7 Bedroom Properties,1,79900
0,Gage Park,2014-09-27,8 Bedroom Properties,1,199900
0,Gage Park,2014-09-27,9 Bedroom Properties,1,149900
0,Gage Park,2014-10-04,All Properties,44,133693
0,Gage Park,2014-10-04,2 Bedroom Properties,4,89675
0,Gage Park,2014-10-04,2 Bedroom Properties,4,94018
0,Gage Park,2014-10-04,3 Bedroom Properties,11,110775
0,Gage Park,2014-10-04,3 Bedroom Properties,10,111730
0,Gage Park,2014-10-04,4 Bedroom Properties,19,127667
0,Gage Park,2014-10-04,4 Bedroom Properties,19,127966
0,Gage Park,2014-10-04,5 Bedroom Properties,5,149920
0,Gage Park,2014-10-04,5 Bedroom Properties,5,149920
0,Gage Park,2014-10-04,6 Bedroom Properties,2,109950
0,Gage Park,2014-10-04,6 Bedroom Properties,2,109950
0,Gage Park,2014-10-04,7 Bedroom Properties,1,79900
0,Gage Park,2014-10-04,8 Bedroom Properties,1,199900
0,Gage Park,2014-10-11,All Properties,40,133694
0,Gage Park,2014-10-11,2 Bedroom Properties,4,84853
0,Gage Park,2014-10-11,2 Bedroom Properties,4,85646
0,Gage Park,2014-10-11,3 Bedroom Properties,12,111740
0,Gage Park,2014-10-11,3 Bedroom Properties,11,110795
0,Gage Park,2014-10-11,4 Bedroom Properties,16,127460
0,Gage Park,2014-10-11,4 Bedroom Properties,16,128362
0,Gage Park,2014-10-11,5 Bedroom Properties,5,149920
0,Gage Park,2014-10-11,5 Bedroom Properties,5,149920
0,Gage Park,2014-10-11,6 Bedroom Properties,3,103275
0,Gage Park,2014-10-11,6 Bedroom Properties,3,101940
0,Gage Park,2014-10-11,8 Bedroom Properties,1,199900
0,Gage Park,2014-10-11,All Properties,40,131709
0,Gage Park,2014-10-11,2 Bedroom Properties,4,84853
0,Gage Park,2014-10-11,2 Bedroom Properties,4,85646
0,Gage Park,2014-10-11,3 Bedroom Properties,12,111740
0,Gage Park,2014-10-11,3 Bedroom Properties,11,110795
0,Gage Park,2014-10-11,4 Bedroom Properties,16,127460
0,Gage Park,2014-10-11,4 Bedroom Properties,16,128362
0,Gage Park,2014-10-11,5 Bedroom Properties,5,149920
0,Gage Park,2014-10-11,5 Bedroom Properties,5,149920
0,Gage Park,2014-10-11,6 Bedroom Properties,3,103275
0,Gage Park,2014-10-11,6 Bedroom Properties,3,101940
0,Gage Park,2014-10-11,8 Bedroom Properties,1,199900
0,Gage Park,2014-10-18,All Properties,41,130036
0,Gage Park,2014-10-18,2 Bedroom Properties,5,90710
0,Gage Park,2014-10-18,2 Bedroom Properties,5,95922
0,Gage Park,2014-10-18,3 Bedroom Properties,13,116928
0,Gage Park,2014-10-18,3 Bedroom Properties,13,111880
0,Gage Park,2014-10-18,4 Bedroom Properties,15,120747
0,Gage Park,2014-10-18,4 Bedroom Properties,15,113547
0,Gage Park,2014-10-18,4 Bedroom Properties,16,119755
0,Gage Park,2014-10-18,5 Bedroom Properties,6,150344
0,Gage Park,2014-10-18,5 Bedroom Properties,5,150202
0,Gage Park,2014-10-18,6 Bedroom Properties,2,109950
0,Gage Park,2014-10-18,6 Bedroom Properties,2,109950
0,Gage Park,2014-10-18,All Properties,41,130002
0,Gage Park,2014-10-18,2 Bedroom Properties,5,90710
0,Gage Park,2014-10-18,2 Bedroom Properties,5,95922
0,Gage Park,2014-10-18,3 Bedroom Properties,13,116928
0,Gage Park,2014-10-18,3 Bedroom Properties,13,111880
0,Gage Park,2014-10-18,4 Bedroom Properties,15,120747
0,Gage Park,2014-10-18,4 Bedroom Properties,15,113547
0,Gage Park,2014-10-18,4 Bedroom Properties,16,119755
0,Gage Park,2014-10-18,5 Bedroom Properties,6,150344
0,Gage Park,2014-10-18,5 Bedroom Properties,5,150202
0,Gage Park,2014-10-18,6 Bedroom Properties,2,109950
0,Gage Park,2014-10-18,6 Bedroom Properties,2,109950
0,Gage Park,2014-10-25,All Properties,38,127828
0,Gage Park,2014-10-25,2 Bedroom Properties,4,100721
0,Gage Park,2014-10-25,2 Bedroom Properties,4,100352
0,Gage Park,2014-10-25,3 Bedroom Properties,11,105873
0,Gage Park,2014-10-25,3 Bedroom Properties,11,105873
0,Gage Park,2014-10-25,4 Bedroom Properties,15,111666
0,Gage Park,2014-10-25,5 Bedroom Properties,5,154882
0,Gage Park,2014-10-25,5 Bedroom Properties,5,156940
0,Gage Park,2014-10-25,6 Bedroom Properties,2,109950
0,Gage Park,2014-10-25,6 Bedroom Properties,2,109950
0,Gage Park,2014-10-25,All Properties,39,126921
0,Gage Park,2014-10-25,2 Bedroom Properties,4,100721
0,Gage Park,2014-10-25,2 Bedroom Properties,4,100352
0,Gage Park,2014-10-25,3 Bedroom Properties,11,105873
0,Gage Park,2014-10-25,3 Bedroom Properties,11,105873
0,Gage Park,2014-10-25,4 Bedroom Properties,15,111666
0,Gage Park,2014-10-25,5 Bedroom Properties,5,154882
0,Gage Park,2014-10-25,5 Bedroom Properties,5,156940
0,Gage Park,2014-10-25,6 Bedroom Properties,2,109950
0,Gage Park,2014-10-25,6 Bedroom Properties,2,109950
0,Gage Park,2014-11-01,All Properties,37,127997
0,Gage Park,2014-11-01,2 Bedroom Properties,4,99600
0,Gage Park,2014-11-01,2 Bedroom Properties,4,95511
0,Gage Park,2014-11-01,3 Bedroom Properties,11,105873
0,Gage Park,2014-11-01,3 Bedroom Properties,13,106305
0,Gage Park,2014-11-01,4 Bedroom Properties,16,111004
0,Gage Park,2014-11-01,4 Bedroom Properties,16,111245
0,Gage Park,2014-11-01,5 Bedroom Properties,5,156940
0,Gage Park,2014-11-01,5 Bedroom Properties,6,153937
0,Gage Park,2014-11-01,6 Bedroom Properties,3,126606
0,Gage Park,2014-11-01,6 Bedroom Properties,2,118833
0,Gage Park,2014-11-01,All Properties,42,125564
0,Gage Park,2014-11-01,2 Bedroom Properties,4,99600
0,Gage Park,2014-11-01,2 Bedroom Properties,4,95511
0,Gage Park,2014-11-01,3 Bedroom Properties,11,105873
0,Gage Park,2014-11-01,3 Bedroom Properties,13,106305
0,Gage Park,2014-11-01,4 Bedroom Properties,16,111004
0,Gage Park,2014-11-01,4 Bedroom Properties,16,111245
0,Gage Park,2014-11-01,5 Bedroom Properties,5,156940
0,Gage Park,2014-11-01,5 Bedroom Properties,6,153937
0,Gage Park,2014-11-01,6 Bedroom Properties,3,126606
0,Gage Park,2014-11-01,6 Bedroom Properties,2,118833
0,Gage Park,2014-11-08,All Properties,38,121597
0,Gage Park,2014-11-08,2 Bedroom Properties,4,90529
0,Gage Park,2014-11-08,3 Bedroom Properties,11,103926
0,Gage Park,2014-11-08,4 Bedroom Properties,13,102838
0,Gage Park,2014-11-08,4 Bedroom Properties,15,104806
0,Gage Park,2014-11-08,5 Bedroom Properties,5,144402
0,Gage Park,2014-11-08,5 Bedroom Properties,4,139425
0,Gage Park,2014-11-08,6 Bedroom Properties,3,149920
0,Gage Park,2014-11-08,6 Bedroom Properties,3,136600
0,Gage Park,2014-11-08,All Properties,39,122329
0,Gage Park,2014-11-08,2 Bedroom Properties,4,90529
0,Gage Park,2014-11-08,3 Bedroom Properties,11,103926
0,Gage Park,2014-11-08,4 Bedroom Properties,13,102838
0,Gage Park,2014-11-08,4 Bedroom Properties,15,104806
0,Gage Park,2014-11-08,5 Bedroom Properties,5,144402
0,Gage Park,2014-11-08,5 Bedroom Properties,4,139425
0,Gage Park,2014-11-08,6 Bedroom Properties,3,149920
0,Gage Park,2014-11-08,6 Bedroom Properties,3,136600
0,Gage Park,2014-11-15,All Properties,35,109231
0,Gage Park,2014-11-15,2 Bedroom Properties,4,101963
0,Gage Park,2014-11-15,2 Bedroom Properties,4,93789
0,Gage Park,2014-11-15,3 Bedroom Properties,8,93536
0,Gage Park,2014-11-15,4 Bedroom Properties,14,100885
0,Gage Park,2014-11-15,4 Bedroom Properties,13,100716
0,Gage Park,2014-11-15,5 Bedroom Properties,6,151979
0,Gage Park,2014-11-15,5 Bedroom Properties,6,152570
0,Gage Park,2014-11-15,6 Bedroom Properties,2,169900
0,Gage Park,2014-11-15,6 Bedroom Properties,2,169900
0,Gage Park,2014-11-15,7 Bedroom Properties,1,56180
0,Gage Park,2014-11-15,All Properties,33,110808
0,Gage Park,2014-11-15,2 Bedroom Properties,4,101963
0,Gage Park,2014-11-15,2 Bedroom Properties,4,93789
0,Gage Park,2014-11-15,3 Bedroom Properties,8,93536
0,Gage Park,2014-11-15,4 Bedroom Properties,14,100885
0,Gage Park,2014-11-15,4 Bedroom Properties,13,100716
0,Gage Park,2014-11-15,5 Bedroom Properties,6,151979
0,Gage Park,2014-11-15,5 Bedroom Properties,6,152570
0,Gage Park,2014-11-15,6 Bedroom Properties,2,169900
0,Gage Park,2014-11-15,6 Bedroom Properties,2,169900
0,Gage Park,2014-11-15,7 Bedroom Properties,1,56180
0,Gage Park,2014-11-22,All Properties,37,108974
0,Gage Park,2014-11-22,2 Bedroom Properties,6,103680
0,Gage Park,2014-11-22,2 Bedroom Properties,5,104100
0,Gage Park,2014-11-22,3 Bedroom Properties,7,83000
0,Gage Park,2014-11-22,3 Bedroom Properties,8,86168
0,Gage Park,2014-11-22,4 Bedroom Properties,13,99719
0,Gage Park,2014-11-22,4 Bedroom Properties,14,100305
0,Gage Park,2014-11-22,5 Bedroom Properties,7,148438
0,Gage Park,2014-11-22,5 Bedroom Properties,6,149761
0,Gage Park,2014-11-22,6 Bedroom Properties,3,162900
0,Gage Park,2014-11-22,6 Bedroom Properties,3,164900
0,Gage Park,2014-11-22,7 Bedroom Properties,1,56180
0,Gage Park,2014-11-22,All Properties,39,107761
0,Gage Park,2014-11-22,2 Bedroom Properties,6,103680
0,Gage Park,2014-11-22,2 Bedroom Properties,5,104100
0,Gage Park,2014-11-22,3 Bedroom Properties,7,83000
0,Gage Park,2014-11-22,3 Bedroom Properties,8,86168
0,Gage Park,2014-11-22,4 Bedroom Properties,13,99719
0,Gage Park,2014-11-22,4 Bedroom Properties,14,100305
0,Gage Park,2014-11-22,5 Bedroom Properties,7,148438
0,Gage Park,2014-11-22,5 Bedroom Properties,6,149761
0,Gage Park,2014-11-22,6 Bedroom Properties,3,162900
0,Gage Park,2014-11-22,6 Bedroom Properties,3,164900
0,Gage Park,2014-11-22,7 Bedroom Properties,1,56180
0,Gage Park,2014-11-29,All Properties,37,105749
0,Gage Park,2014-11-29,1 Bedroom Properties,1,20000
0,Gage Park,2014-11-29,2 Bedroom Properties,6,101984
0,Gage Park,2014-11-29,3 Bedroom Properties,6,84000
0,Gage Park,2014-11-29,3 Bedroom Properties,6,85967
0,Gage Park,2014-11-29,4 Bedroom Properties,12,96535
0,Gage Park,2014-11-29,5 Bedroom Properties,6,147594
0,Gage Park,2014-11-29,5 Bedroom Properties,7,144900
0,Gage Park,2014-11-29,6 Bedroom Properties,3,159900
0,Gage Park,2014-11-29,6 Bedroom Properties,3,159900
0,Gage Park,2014-11-29,7 Bedroom Properties,1,56180
0,Gage Park,2014-11-29,All Properties,36,106019
0,Gage Park,2014-11-29,1 Bedroom Properties,1,20000
0,Gage Park,2014-11-29,2 Bedroom Properties,6,101984
0,Gage Park,2014-11-29,3 Bedroom Properties,6,84000
0,Gage Park,2014-11-29,3 Bedroom Properties,6,85967
0,Gage Park,2014-11-29,4 Bedroom Properties,12,96535
0,Gage Park,2014-11-29,5 Bedroom Properties,6,147594
0,Gage Park,2014-11-29,5 Bedroom Properties,7,144900
0,Gage Park,2014-11-29,6 Bedroom Properties,3,159900
0,Gage Park,2014-11-29,6 Bedroom Properties,3,159900
0,Gage Park,2014-11-29,7 Bedroom Properties,1,56180
0,Gage Park,2014-12-06,All Properties,37,102298
0,Gage Park,2014-12-06,1 Bedroom Properties,2,27876
0,Gage Park,2014-12-06,2 Bedroom Properties,8,98732
0,Gage Park,2014-12-06,2 Bedroom Properties,8,99854
0,Gage Park,2014-12-06,3 Bedroom Properties,5,81049
0,Gage Park,2014-12-06,4 Bedroom Properties,11,99600
0,Gage Park,2014-12-06,4 Bedroom Properties,11,96505
0,Gage Park,2014-12-06,5 Bedroom Properties,7,133900
0,Gage Park,2014-12-06,5 Bedroom Properties,7,137196
0,Gage Park,2014-12-06,6 Bedroom Properties,3,155872
0,Gage Park,2014-12-06,6 Bedroom Properties,3,159900
0,Gage Park,2014-12-06,7 Bedroom Properties,1,56180
0,Gage Park,2014-12-06,All Properties,38,102278
0,Gage Park,2014-12-06,1 Bedroom Properties,2,27876
0,Gage Park,2014-12-06,2 Bedroom Properties,8,98732
0,Gage Park,2014-12-06,2 Bedroom Properties,8,99854
0,Gage Park,2014-12-06,3 Bedroom Properties,5,81049
0,Gage Park,2014-12-06,4 Bedroom Properties,11,99600
0,Gage Park,2014-12-06,4 Bedroom Properties,11,96505
0,Gage Park,2014-12-06,5 Bedroom Properties,7,133900
0,Gage Park,2014-12-06,5 Bedroom Properties,7,137196
0,Gage Park,2014-12-06,6 Bedroom Properties,3,155872
0,Gage Park,2014-12-06,6 Bedroom Properties,3,159900
0,Gage Park,2014-12-06,7 Bedroom Properties,1,56180
0,Gage Park,2014-12-13,All Properties,37,100976
0,Gage Park,2014-12-13,1 Bedroom Properties,2,20000
0,Gage Park,2014-12-13,2 Bedroom Properties,8,103262
0,Gage Park,2014-12-13,2 Bedroom Properties,8,103217
0,Gage Park,2014-12-13,3 Bedroom Properties,4,74775
0,Gage Park,2014-12-13,3 Bedroom Properties,5,78990
0,Gage Park,2014-12-13,4 Bedroom Properties,11,101544
0,Gage Park,2014-12-13,4 Bedroom Properties,13,101408
0,Gage Park,2014-12-13,5 Bedroom Properties,7,133047
0,Gage Park,2014-12-13,5 Bedroom Properties,7,133900
0,Gage Park,2014-12-13,6 Bedroom Properties,2,151329
0,Gage Park,2014-12-13,7 Bedroom Properties,1,54790
0,Gage Park,2014-12-13,All Properties,37,99777
0,Gage Park,2014-12-13,1 Bedroom Properties,2,20000
0,Gage Park,2014-12-13,2 Bedroom Properties,8,103262
0,Gage Park,2014-12-13,2 Bedroom Properties,8,103217
0,Gage Park,2014-12-13,3 Bedroom Properties,4,74775
0,Gage Park,2014-12-13,3 Bedroom Properties,5,78990
0,Gage Park,2014-12-13,4 Bedroom Properties,11,101544
0,Gage Park,2014-12-13,4 Bedroom Properties,13,101408
0,Gage Park,2014-12-13,5 Bedroom Properties,7,133047
0,Gage Park,2014-12-13,5 Bedroom Properties,7,133900
0,Gage Park,2014-12-13,6 Bedroom Properties,2,151329
0,Gage Park,2014-12-13,7 Bedroom Properties,1,54790
0,Gage Park,2014-12-20,All Properties,36,101939
0,Gage Park,2014-12-20,1 Bedroom Properties,1,20000
0,Gage Park,2014-12-20,2 Bedroom Properties,6,115067
0,Gage Park,2014-12-20,2 Bedroom Properties,6,115067
0,Gage Park,2014-12-20,3 Bedroom Properties,9,82040
0,Gage Park,2014-12-20,3 Bedroom Properties,6,81178
0,Gage Park,2014-12-20,4 Bedroom Properties,11,96883
0,Gage Park,2014-12-20,4 Bedroom Properties,11,97136
0,Gage Park,2014-12-20,5 Bedroom Properties,7,132186
0,Gage Park,2014-12-20,5 Bedroom Properties,7,132186
0,Gage Park,2014-12-20,6 Bedroom Properties,1,129900
0,Gage Park,2014-12-20,7 Bedroom Properties,1,53400
0,Gage Park,2014-12-20,All Properties,36,102410
0,Gage Park,2014-12-20,1 Bedroom Properties,1,20000
0,Gage Park,2014-12-20,2 Bedroom Properties,6,115067
0,Gage Park,2014-12-20,2 Bedroom Properties,6,115067
0,Gage Park,2014-12-20,3 Bedroom Properties,9,82040
0,Gage Park,2014-12-20,3 Bedroom Properties,6,81178
0,Gage Park,2014-12-20,4 Bedroom Properties,11,96883
0,Gage Park,2014-12-20,4 Bedroom Properties,11,97136
0,Gage Park,2014-12-20,5 Bedroom Properties,7,132186
0,Gage Park,2014-12-20,5 Bedroom Properties,7,132186
0,Gage Park,2014-12-20,6 Bedroom Properties,1,129900
0,Gage Park,2014-12-20,7 Bedroom Properties,1,53400
0,Gage Park,2014-12-27,All Properties,36,106386
0,Gage Park,2014-12-27,2 Bedroom Properties,7,116095
0,Gage Park,2014-12-27,2 Bedroom Properties,6,115067
0,Gage Park,2014-12-27,3 Bedroom Properties,8,78982
0,Gage Park,2014-12-27,3 Bedroom Properties,7,73221
0,Gage Park,2014-12-27,4 Bedroom Properties,12,107598
0,Gage Park,2014-12-27,4 Bedroom Properties,13,101117
0,Gage Park,2014-12-27,5 Bedroom Properties,7,132186
0,Gage Park,2014-12-27,5 Bedroom Properties,7,132186
0,Gage Park,2014-12-27,6 Bedroom Properties,1,129900
0,Gage Park,2014-12-27,7 Bedroom Properties,1,53400
0,Gage Park,2014-12-27,All Properties,36,107517
0,Gage Park,2014-12-27,2 Bedroom Properties,7,116095
0,Gage Park,2014-12-27,2 Bedroom Properties,6,115067
0,Gage Park,2014-12-27,3 Bedroom Properties,8,78982
0,Gage Park,2014-12-27,3 Bedroom Properties,7,73221
0,Gage Park,2014-12-27,4 Bedroom Properties,12,107598
0,Gage Park,2014-12-27,4 Bedroom Properties,13,101117
0,Gage Park,2014-12-27,5 Bedroom Properties,7,132186
0,Gage Park,2014-12-27,5 Bedroom Properties,7,132186
0,Gage Park,2014-12-27,6 Bedroom Properties,1,129900
0,Gage Park,2014-12-27,7 Bedroom Properties,1,53400
0,Gage Park,2015-01-03,All Properties,35,111221
0,Gage Park,2015-01-03,2 Bedroom Properties,6,115067
0,Gage Park,2015-01-03,2 Bedroom Properties,6,115067
0,Gage Park,2015-01-03,3 Bedroom Properties,7,87616
0,Gage Park,2015-01-03,3 Bedroom Properties,8,84249
0,Gage Park,2015-01-03,4 Bedroom Properties,12,110784
0,Gage Park,2015-01-03,4 Bedroom Properties,12,111650
0,Gage Park,2015-01-03,5 Bedroom Properties,7,132663
0,Gage Park,2015-01-03,6 Bedroom Properties,1,129900
0,Gage Park,2015-01-03,7 Bedroom Properties,1,53400
0,Gage Park,2015-01-03,All Properties,36,110068
0,Gage Park,2015-01-03,2 Bedroom Properties,6,115067
0,Gage Park,2015-01-03,2 Bedroom Properties,6,115067
0,Gage Park,2015-01-03,3 Bedroom Properties,7,87616
0,Gage Park,2015-01-03,3 Bedroom Properties,8,84249
0,Gage Park,2015-01-03,4 Bedroom Properties,12,110784
0,Gage Park,2015-01-03,4 Bedroom Properties,12,111650
0,Gage Park,2015-01-03,5 Bedroom Properties,7,132663
0,Gage Park,2015-01-03,6 Bedroom Properties,1,129900
0,Gage Park,2015-01-03,7 Bedroom Properties,1,53400
0,Gage Park,2015-01-10,All Properties,34,112882
0,Gage Park,2015-01-10,2 Bedroom Properties,5,112687
0,Gage Park,2015-01-10,2 Bedroom Properties,5,110000
0,Gage Park,2015-01-10,3 Bedroom Properties,7,90440
0,Gage Park,2015-01-10,3 Bedroom Properties,7,98283
0,Gage Park,2015-01-10,4 Bedroom Properties,11,122930
0,Gage Park,2015-01-10,4 Bedroom Properties,12,112944
0,Gage Park,2015-01-10,5 Bedroom Properties,7,136605
0,Gage Park,2015-01-10,5 Bedroom Properties,7,137018
0,Gage Park,2015-01-10,6 Bedroom Properties,1,126329
0,Gage Park,2015-01-10,7 Bedroom Properties,1,51507
0,Gage Park,2015-01-10,All Properties,34,115088
0,Gage Park,2015-01-10,2 Bedroom Properties,5,112687
0,Gage Park,2015-01-10,2 Bedroom Properties,5,110000
0,Gage Park,2015-01-10,3 Bedroom Properties,7,90440
0,Gage Park,2015-01-10,3 Bedroom Properties,7,98283
0,Gage Park,2015-01-10,4 Bedroom Properties,11,122930
