,neighborhood,date,type,number,price
0,Gage Park,2015-01-10,4 Bedroom Properties,12,112944
0,Gage Park,2015-01-10,5 Bedroom Properties,7,136605
0,Gage Park,2015-01-10,5 Bedroom Properties,7,137018
0,Gage Park,2015-01-10,6 Bedroom Properties,1,126329
0,Gage Park,2015-01-10,7 Bedroom Properties,1,51507
0,Gage Park,2015-01-17,All Properties,33,117957
0,Gage Park,2015-01-17,2 Bedroom Properties,4,111672
0,Gage Park,2015-01-17,2 Bedroom Properties,4,115829
0,Gage Park,2015-01-17,3 Bedroom Properties,9,95625
0,Gage Park,2015-01-17,3 Bedroom Properties,8,101814
0,Gage Park,2015-01-17,4 Bedroom Properties,12,129067
0,Gage Park,2015-01-17,4 Bedroom Properties,10,124537
0,Gage Park,2015-01-17,5 Bedroom Properties,7,137238
0,Gage Park,2015-01-17,5 Bedroom Properties,8,136300
0,Gage Park,2015-01-17,6 Bedroom Properties,1,123317
0,Gage Park,2015-01-17,6 Bedroom Properties,2,140400
0,Gage Park,2015-01-17,7 Bedroom Properties,1,48100
0,Gage Park,2015-01-17,All Properties,38,124297
0,Gage Park,2015-01-17,2 Bedroom Properties,4,111672
0,Gage Park,2015-01-17,2 Bedroom Properties,4,115829
0,Gage Park,2015-01-17,3 Bedroom Properties,9,95625
0,Gage Park,2015-01-17,3 Bedroom Properties,8,101814
0,Gage Park,2015-01-17,4 Bedroom Properties,12,129067
0,Gage Park,2015-01-17,4 Bedroom Properties,10,124537
0,Gage Park,2015-01-17,5 Bedroom Properties,7,137238
0,Gage Park,2015-01-17,5 Bedroom Properties,8,136300
0,Gage Park,2015-01-17,6 Bedroom Properties,1,123317
0,Gage Park,2015-01-17,6 Bedroom Properties,2,140400
0,Gage Park,2015-01-17,7 Bedroom Properties,1,48100
0,Gage Park,2015-01-24,All Properties,36,122046
0,Gage Park,2015-01-24,2 Bedroom Properties,4,121076
0,Gage Park,2015-01-24,3 Bedroom Properties,9,103205
0,Gage Park,2015-01-24,4 Bedroom Properties,13,128680
0,Gage Park,2015-01-24,4 Bedroom Properties,12,129843
0,Gage Park,2015-01-24,5 Bedroom Properties,7,137719
0,Gage Park,2015-01-24,6 Bedroom Properties,2,140400
0,Gage Park,2015-01-24,6 Bedroom Properties,2,140400
0,Gage Park,2015-01-24,7 Bedroom Properties,1,48100
0,Gage Park,2015-01-31,All Properties,36,122110
0,Gage Park,2015-01-31,2 Bedroom Properties,4,114950
0,Gage Park,2015-01-31,3 Bedroom Properties,9,100555
0,Gage Park,2015-01-31,3 Bedroom Properties,10,103055
0,Gage Park,2015-01-31,4 Bedroom Properties,13,132512
0,Gage Park,2015-01-31,4 Bedroom Properties,12,129928
0,Gage Park,2015-01-31,5 Bedroom Properties,7,133201
0,Gage Park,2015-01-31,6 Bedroom Properties,1,115400
0,Gage Park,2015-01-31,6 Bedroom Properties,2,140400
0,Gage Park,2015-01-31,7 Bedroom Properties,1,48100
0,Gage Park,2015-01-31,All Properties,37,120679
0,Gage Park,2015-01-31,2 Bedroom Properties,4,114950
0,Gage Park,2015-01-31,3 Bedroom Properties,9,100555
0,Gage Park,2015-01-31,3 Bedroom Properties,10,103055
0,Gage Park,2015-01-31,4 Bedroom Properties,13,132512
0,Gage Park,2015-01-31,4 Bedroom Properties,12,129928
0,Gage Park,2015-01-31,5 Bedroom Properties,7,133201
0,Gage Park,2015-01-31,6 Bedroom Properties,1,115400
0,Gage Park,2015-01-31,6 Bedroom Properties,2,140400
0,Gage Park,2015-01-31,7 Bedroom Properties,1,48100
0,Gage Park,2015-02-07,All Properties,34,124646
0,Gage Park,2015-02-07,2 Bedroom Properties,4,114434
0,Gage Park,2015-02-07,3 Bedroom Properties,8,105310
0,Gage Park,2015-02-07,3 Bedroom Properties,8,104297
0,Gage Park,2015-02-07,4 Bedroom Properties,13,135783
0,Gage Park,2015-02-07,4 Bedroom Properties,12,135809
0,Gage Park,2015-02-07,5 Bedroom Properties,7,137963
0,Gage Park,2015-02-07,5 Bedroom Properties,7,130971
0,Gage Park,2015-02-07,6 Bedroom Properties,1,104900
0,Gage Park,2015-02-07,7 Bedroom Properties,2,47150
0,Gage Park,2015-02-07,All Properties,34,124018
0,Gage Park,2015-02-07,2 Bedroom Properties,4,114434
0,Gage Park,2015-02-07,3 Bedroom Properties,8,105310
0,Gage Park,2015-02-07,3 Bedroom Properties,8,104297
0,Gage Park,2015-02-07,4 Bedroom Properties,13,135783
0,Gage Park,2015-02-07,4 Bedroom Properties,12,135809
0,Gage Park,2015-02-07,5 Bedroom Properties,7,137963
0,Gage Park,2015-02-07,5 Bedroom Properties,7,130971
0,Gage Park,2015-02-07,6 Bedroom Properties,1,104900
0,Gage Park,2015-02-07,7 Bedroom Properties,2,47150
0,Gage Park,2015-02-14,All Properties,37,122231
0,Gage Park,2015-02-14,2 Bedroom Properties,5,106740
0,Gage Park,2015-02-14,3 Bedroom Properties,8,106368
0,Gage Park,2015-02-14,4 Bedroom Properties,13,135762
0,Gage Park,2015-02-14,5 Bedroom Properties,7,145429
0,Gage Park,2015-02-14,5 Bedroom Properties,7,145429
0,Gage Park,2015-02-14,6 Bedroom Properties,1,104900
0,Gage Park,2015-02-14,7 Bedroom Properties,1,44300
0,Gage Park,2015-02-14,All Properties,37,122568
0,Gage Park,2015-02-14,2 Bedroom Properties,5,106740
0,Gage Park,2015-02-14,3 Bedroom Properties,8,106368
0,Gage Park,2015-02-14,4 Bedroom Properties,13,135762
0,Gage Park,2015-02-14,5 Bedroom Properties,7,145429
0,Gage Park,2015-02-14,5 Bedroom Properties,7,145429
0,Gage Park,2015-02-14,6 Bedroom Properties,1,104900
0,Gage Park,2015-02-14,7 Bedroom Properties,1,44300
0,Gage Park,2015-02-21,All Properties,28,123104
0,Gage Park,2015-02-21,2 Bedroom Properties,9,101589
0,Gage Park,2015-02-21,2 Bedroom Properties,9,102280
0,Gage Park,2015-02-21,3 Bedroom Properties,12,127198
0,Gage Park,2015-02-21,4 Bedroom Properties,5,138625
0,Gage Park,2015-02-21,4 Bedroom Properties,7,141685
0,Gage Park,2015-02-21,5 Bedroom Properties,7,145429
0,Gage Park,2015-02-21,6 Bedroom Properties,1,104900
0,Gage Park,2015-02-21,7 Bedroom Properties,1,44300
0,Gage Park,2015-02-21,8 Bedroom Properties,1,219900
0,Gage Park,2015-02-21,All Properties,32,122545
0,Gage Park,2015-02-21,2 Bedroom Properties,9,101589
0,Gage Park,2015-02-21,2 Bedroom Properties,9,102280
0,Gage Park,2015-02-21,3 Bedroom Properties,12,127198
0,Gage Park,2015-02-21,4 Bedroom Properties,5,138625
0,Gage Park,2015-02-21,4 Bedroom Properties,7,141685
0,Gage Park,2015-02-21,5 Bedroom Properties,7,145429
0,Gage Park,2015-02-21,6 Bedroom Properties,1,104900
0,Gage Park,2015-02-21,7 Bedroom Properties,1,44300
0,Gage Park,2015-02-21,8 Bedroom Properties,1,219900
0,Gage Park,2015-02-28,All Properties,26,125992
0,Gage Park,2015-02-28,2 Bedroom Properties,9,101201
0,Gage Park,2015-02-28,2 Bedroom Properties,9,101589
0,Gage Park,2015-02-28,3 Bedroom Properties,13,128801
0,Gage Park,2015-02-28,4 Bedroom Properties,4,147906
0,Gage Park,2015-02-28,4 Bedroom Properties,4,146700
0,Gage Park,2015-02-28,8 Bedroom Properties,1,219900
0,Gage Park,2015-02-28,All Properties,27,125360
0,Gage Park,2015-02-28,2 Bedroom Properties,9,101201
0,Gage Park,2015-02-28,2 Bedroom Properties,9,101589
0,Gage Park,2015-02-28,3 Bedroom Properties,13,128801
0,Gage Park,2015-02-28,4 Bedroom Properties,4,147906
0,Gage Park,2015-02-28,4 Bedroom Properties,4,146700
0,Gage Park,2015-02-28,8 Bedroom Properties,1,219900
0,Gage Park,2015-03-07,All Properties,23,115603
0,Gage Park,2015-03-07,2 Bedroom Properties,9,104843
0,Gage Park,2015-03-07,2 Bedroom Properties,9,108421
0,Gage Park,2015-03-07,3 Bedroom Properties,13,119107
0,Gage Park,2015-03-07,3 Bedroom Properties,13,120064
0,Gage Park,2015-03-07,4 Bedroom Properties,2,105075
0,Gage Park,2015-03-07,4 Bedroom Properties,3,150600
0,Gage Park,2015-03-07,8 Bedroom Properties,1,219900
0,Gage Park,2015-03-07,All Properties,29,124564
0,Gage Park,2015-03-07,2 Bedroom Properties,9,104843
0,Gage Park,2015-03-07,2 Bedroom Properties,9,108421
0,Gage Park,2015-03-07,3 Bedroom Properties,13,119107
0,Gage Park,2015-03-07,3 Bedroom Properties,13,120064
0,Gage Park,2015-03-07,4 Bedroom Properties,2,105075
0,Gage Park,2015-03-07,4 Bedroom Properties,3,150600
0,Gage Park,2015-03-07,8 Bedroom Properties,1,219900
0,Gage Park,2015-03-14,All Properties,19,110070
0,Gage Park,2015-03-14,2 Bedroom Properties,8,100288
0,Gage Park,2015-03-14,2 Bedroom Properties,7,104715
0,Gage Park,2015-03-14,3 Bedroom Properties,12,117184
0,Gage Park,2015-03-14,3 Bedroom Properties,11,116320
0,Gage Park,2015-03-14,4 Bedroom Properties,1,89900
0,Gage Park,2015-03-14,All Properties,20,112550
0,Gage Park,2015-03-14,2 Bedroom Properties,8,100288
0,Gage Park,2015-03-14,2 Bedroom Properties,7,104715
0,Gage Park,2015-03-14,3 Bedroom Properties,12,117184
0,Gage Park,2015-03-14,3 Bedroom Properties,11,116320
0,Gage Park,2015-03-14,4 Bedroom Properties,1,89900
0,Gage Park,2015-03-21,All Properties,21,116953
0,Gage Park,2015-03-21,2 Bedroom Properties,8,107279
0,Gage Park,2015-03-21,3 Bedroom Properties,12,118562
0,Gage Park,2015-03-21,3 Bedroom Properties,14,119351
0,Gage Park,2015-03-21,4 Bedroom Properties,1,189000
0,Gage Park,2015-03-21,All Properties,27,113500
0,Gage Park,2015-03-21,2 Bedroom Properties,8,107279
0,Gage Park,2015-03-21,3 Bedroom Properties,12,118562
0,Gage Park,2015-03-21,3 Bedroom Properties,14,119351
0,Gage Park,2015-03-21,4 Bedroom Properties,1,189000
0,Gage Park,2015-03-28,All Properties,23,116176
0,Gage Park,2015-03-28,2 Bedroom Properties,8,114700
0,Gage Park,2015-03-28,2 Bedroom Properties,10,101498
0,Gage Park,2015-03-28,3 Bedroom Properties,13,113620
0,Gage Park,2015-03-28,3 Bedroom Properties,14,114739
0,Gage Park,2015-03-28,4 Bedroom Properties,1,189000
0,Gage Park,2015-03-28,All Properties,25,112986
0,Gage Park,2015-03-28,2 Bedroom Properties,8,114700
0,Gage Park,2015-03-28,2 Bedroom Properties,10,101498
0,Gage Park,2015-03-28,3 Bedroom Properties,13,113620
0,Gage Park,2015-03-28,3 Bedroom Properties,14,114739
0,Gage Park,2015-03-28,4 Bedroom Properties,1,189000
0,Gage Park,2015-04-04,All Properties,19,114168
0,Gage Park,2015-04-04,2 Bedroom Properties,8,114625
0,Gage Park,2015-04-04,2 Bedroom Properties,8,114700
0,Gage Park,2015-04-04,3 Bedroom Properties,9,111522
0,Gage Park,2015-04-04,3 Bedroom Properties,10,106431
0,Gage Park,2015-04-04,4 Bedroom Properties,1,170607
0,Gage Park,2015-04-04,All Properties,18,117239
0,Gage Park,2015-04-04,2 Bedroom Properties,8,114625
0,Gage Park,2015-04-04,2 Bedroom Properties,8,114700
0,Gage Park,2015-04-04,3 Bedroom Properties,9,111522
0,Gage Park,2015-04-04,3 Bedroom Properties,10,106431
0,Gage Park,2015-04-04,4 Bedroom Properties,1,170607
0,Gage Park,2015-04-11,All Properties,17,118312
0,Gage Park,2015-04-11,2 Bedroom Properties,9,112921
0,Gage Park,2015-04-11,2 Bedroom Properties,6,126823
0,Gage Park,2015-04-11,3 Bedroom Properties,8,111799
0,Gage Park,2015-04-11,3 Bedroom Properties,9,104527
0,Gage Park,2015-04-11,4 Bedroom Properties,1,145321
0,Gage Park,2015-04-18,All Properties,19,111348
0,Gage Park,2015-04-18,2 Bedroom Properties,7,115814
0,Gage Park,2015-04-18,2 Bedroom Properties,8,117995
0,Gage Park,2015-04-18,3 Bedroom Properties,10,103694
0,Gage Park,2015-04-18,3 Bedroom Properties,8,107754
0,Gage Park,2015-04-18,4 Bedroom Properties,1,115000
0,Gage Park,2015-04-18,All Properties,17,115507
0,Gage Park,2015-04-18,2 Bedroom Properties,7,115814
0,Gage Park,2015-04-18,2 Bedroom Properties,8,117995
0,Gage Park,2015-04-18,3 Bedroom Properties,10,103694
0,Gage Park,2015-04-18,3 Bedroom Properties,8,107754
0,Gage Park,2015-04-18,4 Bedroom Properties,1,115000
0,Gage Park,2015-04-25,All Properties,23,109989
0,Gage Park,2015-04-25,2 Bedroom Properties,9,114744
0,Gage Park,2015-04-25,2 Bedroom Properties,10,114292
0,Gage Park,2015-04-25,3 Bedroom Properties,12,101616
0,Gage Park,2015-04-25,3 Bedroom Properties,12,105605
0,Gage Park,2015-04-25,4 Bedroom Properties,1,115000
0,Gage Park,2015-04-25,All Properties,21,107697
0,Gage Park,2015-04-25,2 Bedroom Properties,9,114744
0,Gage Park,2015-04-25,2 Bedroom Properties,10,114292
0,Gage Park,2015-04-25,3 Bedroom Properties,12,101616
0,Gage Park,2015-04-25,3 Bedroom Properties,12,105605
0,Gage Park,2015-04-25,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-02,All Properties,23,103907
0,Gage Park,2015-05-02,2 Bedroom Properties,8,111862
0,Gage Park,2015-05-02,2 Bedroom Properties,9,109638
0,Gage Park,2015-05-02,3 Bedroom Properties,11,100519
0,Gage Park,2015-05-02,3 Bedroom Properties,11,98569
0,Gage Park,2015-05-02,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-02,5 Bedroom Properties,1,125080
0,Gage Park,2015-05-02,All Properties,19,109637
0,Gage Park,2015-05-02,2 Bedroom Properties,8,111862
0,Gage Park,2015-05-02,2 Bedroom Properties,9,109638
0,Gage Park,2015-05-02,3 Bedroom Properties,11,100519
0,Gage Park,2015-05-02,3 Bedroom Properties,11,98569
0,Gage Park,2015-05-02,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-02,5 Bedroom Properties,1,125080
0,Gage Park,2015-05-02,All Properties,18,107839
0,Gage Park,2015-05-02,2 Bedroom Properties,8,111862
0,Gage Park,2015-05-02,2 Bedroom Properties,9,109638
0,Gage Park,2015-05-02,3 Bedroom Properties,11,100519
0,Gage Park,2015-05-02,3 Bedroom Properties,11,98569
0,Gage Park,2015-05-02,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-02,5 Bedroom Properties,1,125080
0,Gage Park,2015-05-09,All Properties,26,106056
0,Gage Park,2015-05-09,2 Bedroom Properties,9,93622
0,Gage Park,2015-05-09,2 Bedroom Properties,9,103360
0,Gage Park,2015-05-09,3 Bedroom Properties,14,103191
0,Gage Park,2015-05-09,3 Bedroom Properties,15,103113
0,Gage Park,2015-05-09,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-09,5 Bedroom Properties,1,125080
0,Gage Park,2015-05-09,All Properties,24,102685
0,Gage Park,2015-05-09,2 Bedroom Properties,9,93622
0,Gage Park,2015-05-09,2 Bedroom Properties,9,103360
0,Gage Park,2015-05-09,3 Bedroom Properties,14,103191
0,Gage Park,2015-05-09,3 Bedroom Properties,15,103113
0,Gage Park,2015-05-09,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-09,5 Bedroom Properties,1,125080
0,Gage Park,2015-05-16,All Properties,20,96722
0,Gage Park,2015-05-16,2 Bedroom Properties,8,92259
0,Gage Park,2015-05-16,2 Bedroom Properties,8,92995
0,Gage Park,2015-05-16,3 Bedroom Properties,9,91397
0,Gage Park,2015-05-16,3 Bedroom Properties,13,102885
0,Gage Park,2015-05-16,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-16,5 Bedroom Properties,1,125080
0,Gage Park,2015-05-16,All Properties,19,95561
0,Gage Park,2015-05-16,2 Bedroom Properties,8,92259
0,Gage Park,2015-05-16,2 Bedroom Properties,8,92995
0,Gage Park,2015-05-16,3 Bedroom Properties,9,91397
0,Gage Park,2015-05-16,3 Bedroom Properties,13,102885
0,Gage Park,2015-05-16,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-16,5 Bedroom Properties,1,125080
0,Gage Park,2015-05-23,All Properties,13,104845
0,Gage Park,2015-05-23,2 Bedroom Properties,4,102596
0,Gage Park,2015-05-23,2 Bedroom Properties,5,100600
0,Gage Park,2015-05-23,3 Bedroom Properties,6,97173
0,Gage Park,2015-05-23,3 Bedroom Properties,4,111075
0,Gage Park,2015-05-23,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-23,5 Bedroom Properties,1,125080
0,Gage Park,2015-05-23,All Properties,13,102802
0,Gage Park,2015-05-23,2 Bedroom Properties,4,102596
0,Gage Park,2015-05-23,2 Bedroom Properties,5,100600
0,Gage Park,2015-05-23,3 Bedroom Properties,6,97173
0,Gage Park,2015-05-23,3 Bedroom Properties,4,111075
0,Gage Park,2015-05-23,4 Bedroom Properties,1,115000
0,Gage Park,2015-05-23,5 Bedroom Properties,1,125080
0,Gage Park,2015-05-30,All Properties,13,118912
0,Gage Park,2015-05-30,2 Bedroom Properties,4,115840
0,Gage Park,2015-05-30,2 Bedroom Properties,5,104515
0,Gage Park,2015-05-30,3 Bedroom Properties,5,103620
0,Gage Park,2015-05-30,4 Bedroom Properties,2,181000
0,Gage Park,2015-05-30,4 Bedroom Properties,2,169000
0,Gage Park,2015-05-30,5 Bedroom Properties,3,135027
0,Gage Park,2015-05-30,5 Bedroom Properties,2,112045
0,Gage Park,2015-05-30,All Properties,15,116738
0,Gage Park,2015-05-30,2 Bedroom Properties,4,115840
0,Gage Park,2015-05-30,2 Bedroom Properties,5,104515
0,Gage Park,2015-05-30,3 Bedroom Properties,5,103620
0,Gage Park,2015-05-30,4 Bedroom Properties,2,181000
0,Gage Park,2015-05-30,4 Bedroom Properties,2,169000
0,Gage Park,2015-05-30,5 Bedroom Properties,3,135027
0,Gage Park,2015-05-30,5 Bedroom Properties,2,112045
0,Gage Park,2015-06-06,All Properties,11,122852
0,Gage Park,2015-06-06,2 Bedroom Properties,4,107763
0,Gage Park,2015-06-06,2 Bedroom Properties,4,96183
0,Gage Park,2015-06-06,3 Bedroom Properties,4,103367
0,Gage Park,2015-06-06,4 Bedroom Properties,2,169000
0,Gage Park,2015-06-06,4 Bedroom Properties,2,169000
0,Gage Park,2015-06-06,5 Bedroom Properties,2,184561
0,Gage Park,2015-06-06,5 Bedroom Properties,2,103040
0,Gage Park,2015-06-06,All Properties,13,121029
0,Gage Park,2015-06-06,2 Bedroom Properties,4,107763
0,Gage Park,2015-06-06,2 Bedroom Properties,4,96183
0,Gage Park,2015-06-06,3 Bedroom Properties,4,103367
0,Gage Park,2015-06-06,4 Bedroom Properties,2,169000
0,Gage Park,2015-06-06,4 Bedroom Properties,2,169000
0,Gage Park,2015-06-06,5 Bedroom Properties,2,184561
0,Gage Park,2015-06-06,5 Bedroom Properties,2,103040
0,Gage Park,2015-06-13,All Properties,11,120635
0,Gage Park,2015-06-13,1 Bedroom Properties,1,5000
0,Gage Park,2015-06-13,2 Bedroom Properties,5,97417
0,Gage Park,2015-06-13,2 Bedroom Properties,4,101150
0,Gage Park,2015-06-13,3 Bedroom Properties,3,95083
0,Gage Park,2015-06-13,4 Bedroom Properties,2,182613
0,Gage Park,2015-06-13,4 Bedroom Properties,2,170633
0,Gage Park,2015-06-13,5 Bedroom Properties,1,244900
0,Gage Park,2015-06-20,All Properties,10,123705
0,Gage Park,2015-06-20,1 Bedroom Properties,1,5000
0,Gage Park,2015-06-20,2 Bedroom Properties,5,104547
0,Gage Park,2015-06-20,3 Bedroom Properties,1,105000
0,Gage Park,2015-06-20,4 Bedroom Properties,1,214900
0,Gage Park,2015-06-20,4 Bedroom Properties,2,177956
0,Gage Park,2015-06-20,5 Bedroom Properties,1,244900
0,Gage Park,2015-06-20,5 Bedroom Properties,2,166456
0,Gage Park,2015-06-27,All Properties,10,113995
0,Gage Park,2015-06-27,1 Bedroom Properties,1,5000
0,Gage Park,2015-06-27,2 Bedroom Properties,5,111567
0,Gage Park,2015-06-27,2 Bedroom Properties,6,108203
0,Gage Park,2015-06-27,3 Bedroom Properties,1,81707
0,Gage Park,2015-06-27,4 Bedroom Properties,1,200733
0,Gage Park,2015-06-27,4 Bedroom Properties,2,172400
0,Gage Park,2015-06-27,5 Bedroom Properties,1,234900
0,Gage Park,2015-06-27,5 Bedroom Properties,2,152900
0,Gage Park,2015-06-27,All Properties,11,127539
0,Gage Park,2015-06-27,1 Bedroom Properties,1,5000
0,Gage Park,2015-06-27,2 Bedroom Properties,5,111567
0,Gage Park,2015-06-27,2 Bedroom Properties,6,108203
0,Gage Park,2015-06-27,3 Bedroom Properties,1,81707
0,Gage Park,2015-06-27,4 Bedroom Properties,1,200733
0,Gage Park,2015-06-27,4 Bedroom Properties,2,172400
0,Gage Park,2015-06-27,5 Bedroom Properties,1,234900
0,Gage Park,2015-06-27,5 Bedroom Properties,2,152900
0,Gage Park,2015-07-04,All Properties,10,134942
0,Gage Park,2015-07-04,2 Bedroom Properties,5,121280
0,Gage Park,2015-07-04,2 Bedroom Properties,5,120484
0,Gage Park,2015-07-04,3 Bedroom Properties,2,111040
0,Gage Park,2015-07-04,4 Bedroom Properties,2,172400
0,Gage Park,2015-07-04,4 Bedroom Properties,2,146150
0,Gage Park,2015-07-04,5 Bedroom Properties,1,234900
0,Gage Park,2015-07-11,All Properties,11,129289
0,Gage Park,2015-07-11,2 Bedroom Properties,5,125757
0,Gage Park,2015-07-11,2 Bedroom Properties,4,128175
0,Gage Park,2015-07-11,3 Bedroom Properties,4,109702
0,Gage Park,2015-07-11,3 Bedroom Properties,4,104791
0,Gage Park,2015-07-11,4 Bedroom Properties,2,119900
0,Gage Park,2015-07-11,5 Bedroom Properties,1,234900
0,Gage Park,2015-07-18,All Properties,14,131347
0,Gage Park,2015-07-18,2 Bedroom Properties,4,140148
0,Gage Park,2015-07-18,2 Bedroom Properties,4,129450
0,Gage Park,2015-07-18,3 Bedroom Properties,5,124644
0,Gage Park,2015-07-18,3 Bedroom Properties,6,119286
0,Gage Park,2015-07-18,4 Bedroom Properties,2,117043
0,Gage Park,2015-07-18,5 Bedroom Properties,1,230614
0,Gage Park,2015-07-18,All Properties,13,135320
0,Gage Park,2015-07-18,2 Bedroom Properties,4,140148
0,Gage Park,2015-07-18,2 Bedroom Properties,4,129450
0,Gage Park,2015-07-18,3 Bedroom Properties,5,124644
0,Gage Park,2015-07-18,3 Bedroom Properties,6,119286
0,Gage Park,2015-07-18,4 Bedroom Properties,2,117043
0,Gage Park,2015-07-18,5 Bedroom Properties,1,230614
0,Gage Park,2015-07-25,All Properties,14,132980
0,Gage Park,2015-07-25,2 Bedroom Properties,2,132669
0,Gage Park,2015-07-25,3 Bedroom Properties,9,113680
0,Gage Park,2015-07-25,3 Bedroom Properties,9,125337
0,Gage Park,2015-07-25,4 Bedroom Properties,1,109900
0,Gage Park,2015-07-25,5 Bedroom Properties,1,234900
0,Gage Park,2015-07-25,All Properties,13,131682
0,Gage Park,2015-07-25,2 Bedroom Properties,2,132669
0,Gage Park,2015-07-25,3 Bedroom Properties,9,113680
0,Gage Park,2015-07-25,3 Bedroom Properties,9,125337
0,Gage Park,2015-07-25,4 Bedroom Properties,1,109900
0,Gage Park,2015-07-25,5 Bedroom Properties,1,234900
0,Gage Park,2015-08-01,All Properties,8,140435
0,Gage Park,2015-08-01,2 Bedroom Properties,1,76320
0,Gage Park,2015-08-01,3 Bedroom Properties,3,119140
0,Gage Park,2015-08-01,3 Bedroom Properties,5,122977
0,Gage Park,2015-08-01,4 Bedroom Properties,1,109900
0,Gage Park,2015-08-01,5 Bedroom Properties,1,234900
0,Gage Park,2015-08-01,All Properties,5,137148
0,Gage Park,2015-08-01,2 Bedroom Properties,1,76320
0,Gage Park,2015-08-01,3 Bedroom Properties,3,119140
0,Gage Park,2015-08-01,3 Bedroom Properties,5,122977
